Worm number,Experiment Name,Plate ID,Well Location,Dosage,Strain,Any worm detected,Last day of observation,Last day of health,Manual Censor,Runoff Censor inital,Runoff Censor experiment,Potentially still alive,Death Detected
450,RNAi_006_pt2 (1),RNAi_6-6,210,Age-1 RNAi,gls130,1,21,12,0,0,0,0,1
451,RNAi_006_pt2 (1),RNAi_6-6,211,Daf-2 RNAi,n2,1,21,21,0,0,1,0,0
452,RNAi_006_pt2 (1),RNAi_6-6,212,Daf-2 RNAi,n2,1,36,27,0,0,0,0,1
453,RNAi_006_pt2 (1),RNAi_6-6,213,Age-1 RNAi,n2,1,8,8,0,0,1,0,0
454,RNAi_006_pt2 (1),RNAi_6-6,214,Age-1 RNAi,n2,0,1,0,0,1,0,0,0
455,RNAi_006_pt2 (1),RNAi_6-6,215,Daf-16 RNAi,n2,1,8,6,0,0,0,0,1
456,RNAi_006_pt2 (1),RNAi_6-6,216,Daf-16 RNAi,n2,1,15,15,0,0,1,0,0
457,RNAi_006_pt2 (1),RNAi_6-6,217,HT115 EV,gls130,1,9,9,0,0,1,0,0
458,RNAi_006_pt2 (1),RNAi_6-6,218,HT115 EV,gls130,1,7,5,0,0,0,0,1
459,RNAi_006_pt2 (1),RNAi_6-6,219,Daf-2 RNAi,gls130,1,23,21,0,0,0,0,1
460,RNAi_006_pt2 (1),RNAi_6-6,220,Daf-2 RNAi,gls130,1,16,13,0,0,0,0,1
461,RNAi_006_pt2 (1),RNAi_6-6,221,Age-1 RNAi,gls130,1,4,4,0,0,1,0,0
462,RNAi_006_pt2 (1),RNAi_6-6,222,Age-1 RNAi,gls130,1,13,13,0,0,1,0,0
463,RNAi_006_pt2 (1),RNAi_6-6,223,Daf-2 RNAi,n2,1,18,16,0,0,0,0,1
464,RNAi_006_pt2 (1),RNAi_6-6,224,Daf-2 RNAi,n2,1,34,27,0,0,0,0,1
465,RNAi_006_pt2 (1),RNAi_6-6,225,Age-1 RNAi,n2,1,16,11,0,0,0,0,1
466,RNAi_006_pt2 (1),RNAi_6-6,226,Age-1 RNAi,n2,1,11,7,0,0,0,0,1
467,RNAi_006_pt2 (1),RNAi_6-6,227,Daf-16 RNAi,n2,1,12,10,0,0,0,0,1
468,RNAi_006_pt2 (1),RNAi_6-6,228,Daf-16 RNAi,n2,1,10,10,0,0,1,0,0
469,RNAi_006_pt2 (1),RNAi_6-6,229,HT115 EV,gls130,0,7,0,0,1,0,0,0
470,RNAi_006_pt2 (1),RNAi_6-6,230,HT115 EV,gls130,1,12,11,0,0,0,0,1
471,RNAi_006_pt2 (1),RNAi_6-6,231,Daf-2 RNAi,gls130,1,15,14,0,0,0,0,1
472,RNAi_006_pt2 (1),RNAi_6-6,232,Daf-2 RNAi,gls130,1,19,8,0,0,0,0,1
473,RNAi_006_pt2 (1),RNAi_6-6,233,Age-1 RNAi,gls130,1,9,4,0,0,0,0,1
474,RNAi_006_pt2 (1),RNAi_6-6,234,Age-1 RNAi,gls130,1,16,14,0,0,0,0,1
475,RNAi_006_pt2 (1),RNAi_6-6,235,Daf-2 RNAi,n2,1,19,16,0,0,0,0,1
476,RNAi_006_pt2 (1),RNAi_6-6,236,Daf-2 RNAi,n2,1,6,6,0,0,1,0,0
477,RNAi_006_pt2 (1),RNAi_6-6,237,Age-1 RNAi,n2,1,12,9,0,0,0,0,1
478,RNAi_006_pt2 (1),RNAi_6-6,238,Age-1 RNAi,n2,1,16,14,0,0,0,0,1
479,RNAi_006_pt2 (1),RNAi_6-6,239,Daf-16 RNAi,n2,1,8,5,0,0,0,0,1
480,RNAi_006_pt2 (1),RNAi_6-6,240,Daf-16 RNAi,n2,0,13,0,0,1,0,0,0
481,RNAi_006_pt2 (1),RNAi_6-7,1,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
482,RNAi_006_pt2 (1),RNAi_6-7,2,Daf-2 RNAi,gls130,1,15,9,0,0,0,0,1
483,RNAi_006_pt2 (1),RNAi_6-7,3,Age-1 RNAi,gls130,0,15,0,0,1,0,0,0
484,RNAi_006_pt2 (1),RNAi_6-7,4,Age-1 RNAi,gls130,1,19,18,0,0,0,0,1
485,RNAi_006_pt2 (1),RNAi_6-7,5,HT115 EV,gls130,1,9,7,0,0,0,0,1
486,RNAi_006_pt2 (1),RNAi_6-7,6,HT115 EV,gls130,1,13,13,0,0,1,0,0
487,RNAi_006_pt2 (1),RNAi_6-7,7,Age-1 RNAi,n2,0,1,0,0,1,0,0,0
488,RNAi_006_pt2 (1),RNAi_6-7,8,Age-1 RNAi,n2,1,12,8,0,0,0,0,1
489,RNAi_006_pt2 (1),RNAi_6-7,9,Daf-16 RNAi,n2,1,13,11,0,0,0,0,1
490,RNAi_006_pt2 (1),RNAi_6-7,10,Daf-16 RNAi,n2,1,6,6,0,0,1,0,0
491,RNAi_006_pt2 (1),RNAi_6-7,11,Daf-2 RNAi,n2,0,1,0,0,1,0,0,0
492,RNAi_006_pt2 (1),RNAi_6-7,12,Daf-2 RNAi,n2,1,8,5,0,0,0,0,1
493,RNAi_006_pt2 (1),RNAi_6-7,13,Daf-2 RNAi,gls130,1,16,13,0,0,0,0,1
494,RNAi_006_pt2 (1),RNAi_6-7,14,Daf-2 RNAi,gls130,1,17,10,0,0,0,0,1
495,RNAi_006_pt2 (1),RNAi_6-7,15,Age-1 RNAi,gls130,1,22,18,0,0,0,0,1
496,RNAi_006_pt2 (1),RNAi_6-7,16,Age-1 RNAi,gls130,1,18,17,0,0,0,0,1
497,RNAi_006_pt2 (1),RNAi_6-7,17,HT115 EV,gls130,1,23,23,0,0,1,0,0
498,RNAi_006_pt2 (1),RNAi_6-7,18,HT115 EV,gls130,1,14,14,0,0,1,0,0
499,RNAi_006_pt2 (1),RNAi_6-7,19,Age-1 RNAi,n2,1,46,45,0,0,0,0,1
500,RNAi_006_pt2 (1),RNAi_6-7,20,Age-1 RNAi,n2,1,17,11,0,0,0,0,1
501,RNAi_006_pt2 (1),RNAi_6-7,21,Daf-16 RNAi,n2,1,14,14,0,0,0,0,1
502,RNAi_006_pt2 (1),RNAi_6-7,22,Daf-16 RNAi,n2,1,8,8,0,0,1,0,0
503,RNAi_006_pt2 (1),RNAi_6-7,23,Daf-2 RNAi,n2,1,17,16,0,0,0,0,1
504,RNAi_006_pt2 (1),RNAi_6-7,24,Daf-2 RNAi,n2,0,1,0,0,1,0,0,0
505,RNAi_006_pt2 (1),RNAi_6-7,25,Daf-2 RNAi,gls130,1,18,17,0,0,0,0,1
506,RNAi_006_pt2 (1),RNAi_6-7,26,Daf-2 RNAi,gls130,1,17,16,0,0,0,0,1
507,RNAi_006_pt2 (1),RNAi_6-7,27,Age-1 RNAi,gls130,1,5,3,0,0,0,0,1
508,RNAi_006_pt2 (1),RNAi_6-7,28,Age-1 RNAi,gls130,1,35,19,0,0,0,0,1
509,RNAi_006_pt2 (1),RNAi_6-7,29,HT115 EV,gls130,0,1,0,0,1,0,0,0
510,RNAi_006_pt2 (1),RNAi_6-7,30,HT115 EV,gls130,1,19,18,0,0,0,0,1
511,RNAi_006_pt2 (1),RNAi_6-7,31,Age-1 RNAi,n2,1,2,0,0,1,0,0,0
512,RNAi_006_pt2 (1),RNAi_6-7,32,Age-1 RNAi,n2,1,27,19,0,0,0,0,1
513,RNAi_006_pt2 (1),RNAi_6-7,33,Daf-16 RNAi,n2,1,12,11,0,0,0,0,1
514,RNAi_006_pt2 (1),RNAi_6-7,34,Daf-16 RNAi,n2,1,14,9,0,0,0,0,1
515,RNAi_006_pt2 (1),RNAi_6-7,35,Daf-2 RNAi,n2,1,19,9,0,0,0,0,1
516,RNAi_006_pt2 (1),RNAi_6-7,36,Daf-2 RNAi,n2,1,12,7,0,0,0,0,1
517,RNAi_006_pt2 (1),RNAi_6-7,37,Daf-2 RNAi,gls130,1,13,10,0,0,0,0,1
518,RNAi_006_pt2 (1),RNAi_6-7,38,Daf-2 RNAi,gls130,1,20,17,0,0,0,0,1
519,RNAi_006_pt2 (1),RNAi_6-7,39,Age-1 RNAi,gls130,1,29,20,0,0,0,0,1
520,RNAi_006_pt2 (1),RNAi_6-7,40,Age-1 RNAi,gls130,0,4,0,0,1,0,0,0
521,RNAi_006_pt2 (1),RNAi_6-7,41,HT115 EV,gls130,1,21,21,0,0,1,0,0
522,RNAi_006_pt2 (1),RNAi_6-7,42,HT115 EV,gls130,1,14,13,0,0,0,0,1
523,RNAi_006_pt2 (1),RNAi_6-7,43,Age-1 RNAi,n2,1,31,30,0,0,0,0,1
524,RNAi_006_pt2 (1),RNAi_6-7,44,Age-1 RNAi,n2,1,4,0,0,1,0,0,0
525,RNAi_006_pt2 (1),RNAi_6-7,45,Daf-16 RNAi,n2,1,15,11,0,0,0,0,1
526,RNAi_006_pt2 (1),RNAi_6-7,46,Daf-16 RNAi,n2,1,3,0,0,1,0,0,0
527,RNAi_006_pt2 (1),RNAi_6-7,47,Daf-2 RNAi,n2,1,30,25,0,0,0,0,1
528,RNAi_006_pt2 (1),RNAi_6-7,48,Daf-2 RNAi,n2,1,15,15,0,0,1,0,0
529,RNAi_006_pt2 (1),RNAi_6-7,49,Daf-2 RNAi,gls130,1,42,15,0,0,0,0,1
530,RNAi_006_pt2 (1),RNAi_6-7,50,Daf-2 RNAi,gls130,1,25,24,0,0,0,0,1
531,RNAi_006_pt2 (1),RNAi_6-7,51,Age-1 RNAi,gls130,1,4,4,0,0,1,0,0
532,RNAi_006_pt2 (1),RNAi_6-7,52,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
533,RNAi_006_pt2 (1),RNAi_6-7,53,HT115 EV,gls130,1,34,13,0,0,0,0,1
534,RNAi_006_pt2 (1),RNAi_6-7,54,HT115 EV,gls130,1,20,18,0,0,0,0,1
535,RNAi_006_pt2 (1),RNAi_6-7,55,Age-1 RNAi,n2,1,13,10,0,0,0,0,1
536,RNAi_006_pt2 (1),RNAi_6-7,56,Age-1 RNAi,n2,0,1,0,0,1,0,0,0
537,RNAi_006_pt2 (1),RNAi_6-7,57,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
538,RNAi_006_pt2 (1),RNAi_6-7,58,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
539,RNAi_006_pt2 (1),RNAi_6-7,59,Daf-2 RNAi,n2,1,20,16,0,0,0,0,1
540,RNAi_006_pt2 (1),RNAi_6-7,60,Daf-2 RNAi,n2,1,22,15,0,0,0,0,1
541,RNAi_006_pt2 (1),RNAi_6-7,61,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
542,RNAi_006_pt2 (1),RNAi_6-7,62,Daf-2 RNAi,gls130,1,38,34,0,0,0,0,1
543,RNAi_006_pt2 (1),RNAi_6-7,63,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
544,RNAi_006_pt2 (1),RNAi_6-7,64,Age-1 RNAi,gls130,1,26,20,0,0,0,0,1
545,RNAi_006_pt2 (1),RNAi_6-7,65,HT115 EV,gls130,1,27,14,0,0,0,0,1
546,RNAi_006_pt2 (1),RNAi_6-7,66,HT115 EV,gls130,1,15,13,0,0,0,0,1
547,RNAi_006_pt2 (1),RNAi_6-7,67,Age-1 RNAi,n2,1,27,26,0,0,0,0,1
548,RNAi_006_pt2 (1),RNAi_6-7,68,Age-1 RNAi,n2,1,8,7,0,0,0,0,1
549,RNAi_006_pt2 (1),RNAi_6-7,69,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
550,RNAi_006_pt2 (1),RNAi_6-7,70,Daf-16 RNAi,n2,0,2,0,0,1,0,0,0
551,RNAi_006_pt2 (1),RNAi_6-7,71,Daf-2 RNAi,n2,1,17,14,0,0,0,0,1
552,RNAi_006_pt2 (1),RNAi_6-7,72,Daf-2 RNAi,n2,1,18,18,0,0,1,0,0
553,RNAi_006_pt2 (1),RNAi_6-7,73,Daf-2 RNAi,gls130,1,34,14,0,0,0,0,1
554,RNAi_006_pt2 (1),RNAi_6-7,74,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
555,RNAi_006_pt2 (1),RNAi_6-7,75,Age-1 RNAi,gls130,1,8,6,0,0,0,0,1
556,RNAi_006_pt2 (1),RNAi_6-7,76,Age-1 RNAi,gls130,1,39,22,0,0,0,0,1
557,RNAi_006_pt2 (1),RNAi_6-7,77,HT115 EV,gls130,1,15,12,0,0,0,0,1
558,RNAi_006_pt2 (1),RNAi_6-7,78,HT115 EV,gls130,1,29,22,0,0,0,0,1
559,RNAi_006_pt2 (1),RNAi_6-7,79,Age-1 RNAi,n2,1,9,9,0,0,1,0,0
560,RNAi_006_pt2 (1),RNAi_6-7,80,Age-1 RNAi,n2,0,1,0,0,1,0,0,0
561,RNAi_006_pt2 (1),RNAi_6-7,81,Daf-16 RNAi,n2,1,18,14,0,0,0,0,1
562,RNAi_006_pt2 (1),RNAi_6-7,82,Daf-16 RNAi,n2,1,8,8,0,0,1,0,0
563,RNAi_006_pt2 (1),RNAi_6-7,83,Daf-2 RNAi,n2,1,19,18,0,0,0,0,1
564,RNAi_006_pt2 (1),RNAi_6-7,84,Daf-2 RNAi,n2,1,10,8,0,0,0,0,1
565,RNAi_006_pt2 (1),RNAi_6-7,85,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
566,RNAi_006_pt2 (1),RNAi_6-7,86,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
567,RNAi_006_pt2 (1),RNAi_6-7,87,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
568,RNAi_006_pt2 (1),RNAi_6-7,88,Age-1 RNAi,gls130,0,2,0,0,1,0,0,0
569,RNAi_006_pt2 (1),RNAi_6-7,89,HT115 EV,gls130,1,24,14,0,0,0,0,1
570,RNAi_006_pt2 (1),RNAi_6-7,90,HT115 EV,gls130,0,1,0,0,1,0,0,0
571,RNAi_006_pt2 (1),RNAi_6-7,91,Age-1 RNAi,n2,1,23,15,0,0,0,0,1
572,RNAi_006_pt2 (1),RNAi_6-7,92,Age-1 RNAi,n2,0,1,0,0,1,0,0,0
573,RNAi_006_pt2 (1),RNAi_6-7,93,Daf-16 RNAi,n2,1,12,8,0,0,0,0,1
574,RNAi_006_pt2 (1),RNAi_6-7,94,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
575,RNAi_006_pt2 (1),RNAi_6-7,95,Daf-2 RNAi,n2,1,22,21,0,0,0,0,1
576,RNAi_006_pt2 (1),RNAi_6-7,96,Daf-2 RNAi,n2,1,26,24,0,0,0,0,1
577,RNAi_006_pt2 (1),RNAi_6-7,97,Daf-2 RNAi,gls130,1,26,21,0,0,0,0,1
578,RNAi_006_pt2 (1),RNAi_6-7,98,Daf-2 RNAi,gls130,1,21,11,0,0,0,0,1
579,RNAi_006_pt2 (1),RNAi_6-7,99,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
580,RNAi_006_pt2 (1),RNAi_6-7,100,Age-1 RNAi,gls130,1,4,4,0,0,1,0,0
581,RNAi_006_pt2 (1),RNAi_6-7,101,HT115 EV,gls130,1,33,14,0,0,0,0,1
582,RNAi_006_pt2 (1),RNAi_6-7,102,HT115 EV,gls130,1,25,16,0,0,0,0,1
583,RNAi_006_pt2 (1),RNAi_6-7,103,Age-1 RNAi,n2,1,16,16,0,0,1,0,0
584,RNAi_006_pt2 (1),RNAi_6-7,104,Age-1 RNAi,n2,1,5,3,0,0,0,0,1
585,RNAi_006_pt2 (1),RNAi_6-7,105,Daf-16 RNAi,n2,1,18,10,0,0,0,0,1
586,RNAi_006_pt2 (1),RNAi_6-7,106,Daf-16 RNAi,n2,1,6,5,0,0,0,0,1
587,RNAi_006_pt2 (1),RNAi_6-7,107,Daf-2 RNAi,n2,1,47,39,0,0,0,0,1
588,RNAi_006_pt2 (1),RNAi_6-7,108,Daf-2 RNAi,n2,1,18,12,0,0,0,0,1
589,RNAi_006_pt2 (1),RNAi_6-7,109,Daf-2 RNAi,gls130,1,21,18,0,0,0,0,1
590,RNAi_006_pt2 (1),RNAi_6-7,110,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
591,RNAi_006_pt2 (1),RNAi_6-7,111,Age-1 RNAi,gls130,1,1,0,0,1,0,0,0
592,RNAi_006_pt2 (1),RNAi_6-7,112,Age-1 RNAi,gls130,0,2,0,0,1,0,0,0
593,RNAi_006_pt2 (1),RNAi_6-7,113,HT115 EV,gls130,1,15,10,0,0,0,0,1
594,RNAi_006_pt2 (1),RNAi_6-7,114,HT115 EV,gls130,0,1,0,0,1,0,0,0
595,RNAi_006_pt2 (1),RNAi_6-7,115,Age-1 RNAi,n2,1,10,8,0,0,0,0,1
596,RNAi_006_pt2 (1),RNAi_6-7,116,Age-1 RNAi,n2,1,4,3,0,0,0,0,1
597,RNAi_006_pt2 (1),RNAi_6-7,117,Daf-16 RNAi,n2,1,14,14,0,0,1,0,0
598,RNAi_006_pt2 (1),RNAi_6-7,118,Daf-16 RNAi,n2,0,1,0,0,1,0,0,0
599,RNAi_006_pt2 (1),RNAi_6-7,119,Daf-2 RNAi,n2,1,39,16,0,0,0,0,1
600,RNAi_006_pt2 (1),RNAi_6-7,120,Daf-2 RNAi,n2,1,14,12,0,0,0,0,1
601,RNAi_006_pt2 (1),RNAi_6-7,121,Daf-2 RNAi,gls130,1,25,13,0,0,0,0,1
602,RNAi_006_pt2 (1),RNAi_6-7,122,Daf-2 RNAi,gls130,1,14,10,0,0,0,0,1
603,RNAi_006_pt2 (1),RNAi_6-7,123,Age-1 RNAi,gls130,1,32,31,0,0,0,0,1
604,RNAi_006_pt2 (1),RNAi_6-7,124,Age-1 RNAi,gls130,1,3,0,0,1,0,0,0
605,RNAi_006_pt2 (1),RNAi_6-7,125,HT115 EV,gls130,1,30,23,0,0,0,0,1
606,RNAi_006_pt2 (1),RNAi_6-7,126,HT115 EV,gls130,1,6,4,0,0,0,0,1
607,RNAi_006_pt2 (1),RNAi_6-7,127,Age-1 RNAi,n2,1,33,22,0,0,0,0,1
608,RNAi_006_pt2 (1),RNAi_6-7,128,Age-1 RNAi,n2,0,1,0,0,1,0,0,0
609,RNAi_006_pt2 (1),RNAi_6-7,129,Daf-16 RNAi,n2,1,16,10,0,0,0,0,1
610,RNAi_006_pt2 (1),RNAi_6-7,130,Daf-16 RNAi,n2,1,3,3,0,0,1,0,0
611,RNAi_006_pt2 (1),RNAi_6-7,131,Daf-2 RNAi,n2,1,7,6,0,0,0,0,1
612,RNAi_006_pt2 (1),RNAi_6-7,132,Daf-2 RNAi,n2,1,12,9,0,0,0,0,1
613,RNAi_006_pt2 (1),RNAi_6-7,133,Daf-2 RNAi,gls130,1,6,6,0,0,1,0,0
614,RNAi_006_pt2 (1),RNAi_6-7,134,Daf-2 RNAi,gls130,1,5,3,0,0,0,0,1
615,RNAi_006_pt2 (1),RNAi_6-7,135,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
616,RNAi_006_pt2 (1),RNAi_6-7,136,Age-1 RNAi,gls130,1,27,21,0,0,0,0,1
617,RNAi_006_pt2 (1),RNAi_6-7,137,HT115 EV,gls130,1,11,10,0,0,0,0,1
618,RNAi_006_pt2 (1),RNAi_6-7,138,HT115 EV,gls130,1,22,20,0,0,0,0,1
619,RNAi_006_pt2 (1),RNAi_6-7,139,Age-1 RNAi,n2,1,28,13,0,0,0,0,1
620,RNAi_006_pt2 (1),RNAi_6-7,140,Age-1 RNAi,n2,1,6,6,0,0,1,0,0
621,RNAi_006_pt2 (1),RNAi_6-7,141,Daf-16 RNAi,n2,1,19,18,0,0,0,0,1
622,RNAi_006_pt2 (1),RNAi_6-7,142,Daf-16 RNAi,n2,1,17,13,0,0,0,0,1
623,RNAi_006_pt2 (1),RNAi_6-7,143,Daf-2 RNAi,n2,1,4,0,0,1,0,0,0
624,RNAi_006_pt2 (1),RNAi_6-7,144,Daf-2 RNAi,n2,1,29,14,0,0,0,0,1
625,RNAi_006_pt2 (1),RNAi_6-7,145,Daf-2 RNAi,gls130,1,38,37,0,0,0,0,1
626,RNAi_006_pt2 (1),RNAi_6-7,146,Daf-2 RNAi,gls130,1,11,5,0,0,0,0,1
627,RNAi_006_pt2 (1),RNAi_6-7,147,Age-1 RNAi,gls130,0,2,0,0,1,0,0,0
628,RNAi_006_pt2 (1),RNAi_6-7,148,Age-1 RNAi,gls130,0,3,0,0,1,0,0,0
629,RNAi_006_pt2 (1),RNAi_6-7,149,HT115 EV,gls130,1,10,9,0,0,0,0,1
630,RNAi_006_pt2 (1),RNAi_6-7,150,HT115 EV,gls130,1,27,16,0,0,0,0,1
631,RNAi_006_pt2 (1),RNAi_6-7,151,Age-1 RNAi,n2,1,5,4,0,0,0,0,1
632,RNAi_006_pt2 (1),RNAi_6-7,152,Age-1 RNAi,n2,1,16,12,0,0,0,0,1
633,RNAi_006_pt2 (1),RNAi_6-7,153,Daf-16 RNAi,n2,0,2,0,0,1,0,0,0
634,RNAi_006_pt2 (1),RNAi_6-7,154,Daf-16 RNAi,n2,1,11,7,0,0,0,0,1
635,RNAi_006_pt2 (1),RNAi_6-7,155,Daf-2 RNAi,n2,1,16,10,0,0,0,0,1
636,RNAi_006_pt2 (1),RNAi_6-7,156,Daf-2 RNAi,n2,1,19,18,0,0,0,0,1
637,RNAi_006_pt2 (1),RNAi_6-7,157,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
638,RNAi_006_pt2 (1),RNAi_6-7,158,Daf-2 RNAi,gls130,1,42,16,0,0,0,0,1
639,RNAi_006_pt2 (1),RNAi_6-7,159,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
640,RNAi_006_pt2 (1),RNAi_6-7,160,Age-1 RNAi,gls130,1,16,16,0,0,1,0,0
641,RNAi_006_pt2 (1),RNAi_6-7,161,HT115 EV,gls130,1,38,26,0,0,0,0,1
642,RNAi_006_pt2 (1),RNAi_6-7,162,HT115 EV,gls130,1,23,23,0,0,1,0,0
643,RNAi_006_pt2 (1),RNAi_6-7,163,Age-1 RNAi,n2,1,22,15,0,0,0,0,1
644,RNAi_006_pt2 (1),RNAi_6-7,164,Age-1 RNAi,n2,1,29,21,0,0,0,0,1
645,RNAi_006_pt2 (1),RNAi_6-7,165,Daf-16 RNAi,n2,1,16,14,0,0,0,0,1
646,RNAi_006_pt2 (1),RNAi_6-7,166,Daf-16 RNAi,n2,1,5,3,0,0,0,0,1
647,RNAi_006_pt2 (1),RNAi_6-7,167,Daf-2 RNAi,n2,1,26,23,0,0,0,0,1
648,RNAi_006_pt2 (1),RNAi_6-7,168,Daf-2 RNAi,n2,1,22,20,0,0,0,0,1
649,RNAi_006_pt2 (1),RNAi_6-7,169,Daf-2 RNAi,gls130,1,18,15,0,0,0,0,1
650,RNAi_006_pt2 (1),RNAi_6-7,170,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
651,RNAi_006_pt2 (1),RNAi_6-7,171,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
652,RNAi_006_pt2 (1),RNAi_6-7,172,Age-1 RNAi,gls130,1,1,0,0,1,0,0,0
653,RNAi_006_pt2 (1),RNAi_6-7,173,HT115 EV,gls130,1,30,13,0,0,0,0,1
654,RNAi_006_pt2 (1),RNAi_6-7,174,HT115 EV,gls130,1,5,4,0,0,0,0,1
655,RNAi_006_pt2 (1),RNAi_6-7,175,Age-1 RNAi,n2,1,26,13,0,0,0,0,1
656,RNAi_006_pt2 (1),RNAi_6-7,176,Age-1 RNAi,n2,1,24,24,0,0,1,0,0
657,RNAi_006_pt2 (1),RNAi_6-7,177,Daf-16 RNAi,n2,1,16,16,0,0,1,0,0
658,RNAi_006_pt2 (1),RNAi_6-7,178,Daf-16 RNAi,n2,1,13,12,0,0,0,0,1
659,RNAi_006_pt2 (1),RNAi_6-7,179,Daf-2 RNAi,n2,1,35,34,0,0,0,0,1
660,RNAi_006_pt2 (1),RNAi_6-7,180,Daf-2 RNAi,n2,1,7,6,0,0,0,0,1
661,RNAi_006_pt2 (1),RNAi_6-7,181,Daf-2 RNAi,gls130,0,2,0,0,1,0,0,0
662,RNAi_006_pt2 (1),RNAi_6-7,182,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
663,RNAi_006_pt2 (1),RNAi_6-7,183,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
664,RNAi_006_pt2 (1),RNAi_6-7,184,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
665,RNAi_006_pt2 (1),RNAi_6-7,185,HT115 EV,gls130,1,21,11,0,0,0,0,1
666,RNAi_006_pt2 (1),RNAi_6-7,186,HT115 EV,gls130,1,34,22,0,0,0,0,1
667,RNAi_006_pt2 (1),RNAi_6-7,187,Age-1 RNAi,n2,1,39,20,0,0,0,0,1
668,RNAi_006_pt2 (1),RNAi_6-7,188,Age-1 RNAi,n2,0,1,0,0,1,0,0,0
669,RNAi_006_pt2 (1),RNAi_6-7,189,Daf-16 RNAi,n2,1,14,10,0,0,0,0,1
670,RNAi_006_pt2 (1),RNAi_6-7,190,Daf-16 RNAi,n2,1,3,3,0,0,1,0,0
671,RNAi_006_pt2 (1),RNAi_6-7,191,Daf-2 RNAi,n2,1,15,12,0,0,0,0,1
672,RNAi_006_pt2 (1),RNAi_6-7,192,Daf-2 RNAi,n2,1,23,20,0,0,0,0,1
673,RNAi_006_pt2 (1),RNAi_6-7,193,Daf-2 RNAi,gls130,1,7,6,0,0,0,0,1
674,RNAi_006_pt2 (1),RNAi_6-7,194,Daf-2 RNAi,gls130,1,34,12,0,0,0,0,1
675,RNAi_006_pt2 (1),RNAi_6-7,195,Age-1 RNAi,gls130,0,1,0,0,1,0,0,0
676,RNAi_006_pt2 (1),RNAi_6-7,196,Age-1 RNAi,gls130,1,12,11,0,0,0,0,1
677,RNAi_006_pt2 (1),RNAi_6-7,197,HT115 EV,gls130,1,18,17,0,0,0,0,1
678,RNAi_006_pt2 (1),RNAi_6-7,198,HT115 EV,gls130,1,3,0,0,1,0,0,0
679,RNAi_006_pt2 (1),RNAi_6-7,199,Age-1 RNAi,n2,0,1,0,0,1,0,0,0
680,RNAi_006_pt2 (1),RNAi_6-7,200,Age-1 RNAi,n2,1,8,5,0,0,0,0,1
681,RNAi_006_pt2 (1),RNAi_6-7,201,Daf-16 RNAi,n2,1,17,13,0,0,0,0,1
682,RNAi_006_pt2 (1),RNAi_6-7,202,Daf-16 RNAi,n2,1,6,4,0,0,0,0,1
683,RNAi_006_pt2 (1),RNAi_6-7,203,Daf-2 RNAi,n2,1,15,13,0,0,0,0,1
684,RNAi_006_pt2 (1),RNAi_6-7,204,Daf-2 RNAi,n2,1,10,4,0,0,0,0,1
685,RNAi_006_pt2 (1),RNAi_6-7,205,Daf-2 RNAi,gls130,0,1,0,0,1,0,0,0
686,RNAi_006_pt2 (1),RNAi_6-7,206,Daf-2 RNAi,gls130,1,4,3,0,0,0,0,1
687,RNAi_006_pt2 (1),RNAi_6-7,207,Age-1 RNAi,gls130,1,6,4,0,0,0,0,1
688,RNAi_006_pt2 (1),RNAi_6-7,208,Age-1 RNAi,gls130,0,6,0,0,1,0,0,0
689,RNAi_006_pt2 (1),RNAi_6-7,209,HT115 EV,gls130,0,3,0,0,1,0,0,0
690,RNAi_006_pt2 (1),RNAi_6-7,210,HT115 EV,gls130,1,5,3,0,0,0,0,1
691,RNAi_006_pt2 (1),RNAi_6-7,211,Age-1 RNAi,n2,1,6,5,0,0,0,0,1
692,RNAi_006_pt2 (1),RNAi_6-7,212,Age-1 RNAi,n2,0,1,0,0,1,0,0,0
693,RNAi_006_pt2 (1),RNAi_6-7,213,Daf-16 RNAi,n2,1,15,10,0,0,0,0,1
694,RNAi_006_pt2 (1),RNAi_6-7,214,Daf-16 RNAi,n2,1,4,3,0,0,0,0,1
695,RNAi_006_pt2 (1),RNAi_6-7,215,Daf-2 RNAi,n2,1,24,21,0,0,0,0,1
